QuestionID,Class,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Explanation,Difficulty,Source,Active
ENG011,6,English,Adjectives,What is the comparative degree of 'Little'?,Littler,Less,Least,Lesserest,B,The degrees of comparison for 'little' are: Little - Less - Least.,Medium,RMS/Sainik Prep,True
ENG012,6,English,Adjectives,What is the superlative degree of 'Bad'?,Badder,Baddest,Worse,Worst,D,The degrees of comparison for 'bad' are: Bad - Worse - Worst.,Easy,RMS/Sainik Prep,True
ENG013,6,English,Adjectives,Identify the adjective of quantity in: 'There is sufficient sugar in the container.',There,sufficient,sugar,container,B,'Sufficient' specifies the quantity of the noun 'sugar'.,Medium,RMS/Sainik Prep,True
ENG014,6,English,Adjectives,Fill in the blank: 'Iron is ______ than any other metal.',useful,more useful,most useful,as useful,B,'More useful' is the comparative degree used when comparing two entities using 'than'.,Medium,RMS/Sainik Prep,True
ENG015,6,English,Articles,Fill in the blank: 'He is ______ honest man.',a,an,the,no article needed,B,"'Honest' begins with a vowel sound (/ɒ/), so 'an' is used.",Easy,RMS/Sainik Prep,True
ENG016,6,English,Articles,Fill in the blank: '______ Pacific Ocean is the largest ocean in the world.',A,An,The,No article,C,The definite article 'The' is used before names of oceans.,Easy,RMS/Sainik Prep,True
ENG017,6,English,Articles,Fill in the blank: 'He holds ______ M.A. degree in English literature.',a,an,the,no article,B,"The letter 'M' in 'M.A.' is pronounced with an initial vowel sound ('em'), so 'an' is required.",Hard,RMS/Sainik Prep,True
ENG018,6,English,Articles,Fill in the blank: 'Copper is ______ useful metal.',a,an,the,no article,A,"'Useful' starts with a consonant sound ('yoo'), so the article 'a' is used.",Medium,RMS/Sainik Prep,True
ENG019,6,English,Adjectives,Choose the correct order of adjectives: 'She bought a ______ dress.',silk beautiful red,beautiful red silk,red silk beautiful,beautiful silk red,B,Standard adjective order: Opinion (beautiful) -> Color (red) -> Material (silk).,Hard,RMS/Sainik Prep,True
ENG020,6,English,Adjectives,Fill in the blank: 'This is the ______ building in our town.',old,older,oldest,elder,C,The superlative degree 'oldest' is required after the definite article 'the'.,Easy,RMS/Sainik Prep,True
ENG021,6,English,Subject-Verb Agreement,Fill in the blank: 'Bread and butter ______ his favorite breakfast.',is,are,were,have,A,"When two singular nouns together express a single idea or item, a singular verb ('is') is used.",Medium,RMS/Sainik Prep,True
ENG022,6,English,Subject-Verb Agreement,Fill in the blank: 'Either Rohan or his friends ______ going to organize the event.',is,are,was,has,B,"With 'either... or', the verb agrees with the closer subject ('his friends', which is plural).",Hard,RMS/Sainik Prep,True
ENG023,6,English,Subject-Verb Agreement,"Fill in the blank: 'The captain, along with his soldiers, ______ present at the parade.'",were,was,are,have been,B,"Phrases like 'along with' do not change the subject number. The main subject 'captain' is singular, so 'was' is correct.",Hard,RMS/Sainik Prep,True
ENG024,6,English,Subject-Verb Agreement,Fill in the blank: 'One of my friends ______ a pilot.',is,are,were,have,A,'One of + plural noun' takes a singular verb ('is') because the subject is 'One'.,Medium,RMS/Sainik Prep,True
ENG025,6,English,Verbs,Identify the transitive verb in: 'The boy kicked the ball.',boy,kicked,the,ball,B,'Kicked' is a transitive verb because it passes an action directly onto an object ('ball').,Medium,RMS/Sainik Prep,True
ENG026,6,English,Verbs,Which of the following contains an intransitive verb?,She sang a song.,He wrote a letter.,The baby slept soundly.,They ate apples.,C,'Slept' does not take a direct object; 'soundly' is an adverb describing how the baby slept.,Medium,RMS/Sainik Prep,True
ENG027,6,English,Verbs,What is the past participle form of 'Fly'?,Flew,Flown,Flying,Flyed,B,The verb forms are: Fly (V1) - Flew (V2) - Flown (V3).,Easy,RMS/Sainik Prep,True
ENG028,6,English,Verbs,What is the past tense form of 'Lie' (meaning to rest on a surface)?,Lied,Lay,Lain,Lying,B,The past tense of lie (to recline) is 'lay'. (Lied is past tense for lie = untruth).,Hard,RMS/Sainik Prep,True
ENG029,6,English,Subject-Verb Agreement,Fill in the blank: 'Ten kilometers ______ a long distance to walk.',is,are,were,have,A,A specific distance or quantity taken as a whole takes a singular verb ('is').,Medium,RMS/Sainik Prep,True
ENG030,6,English,Subject-Verb Agreement,Fill in the blank: 'The news ______ good.',are,is,were,have been,B,"'News' is an uncountable singular noun, so it takes a singular verb ('is').",Easy,RMS/Sainik Prep,True
ENG031,6,English,Tenses,Identify the tense: 'I have been studying since morning.',Present Continuous,Present Perfect,Present Perfect Continuous,Past Perfect,C,'Have been + verb-ing' indicates the Present Perfect Continuous tense.,Medium,RMS/Sainik Prep,True
ENG032,6,English,Tenses,Fill in the blank: 'The train ______ before we reached the station.',left,had left,was leaving,has left,B,The earlier action in the past takes the Past Perfect tense ('had left').,Hard,RMS/Sainik Prep,True
ENG033,6,English,Tenses,Fill in the blank: 'The Sun ______ in the east.',rise,rises,is rising,rose,B,Universal truths and habitual actions are expressed in the Simple Present tense ('rises').,Easy,RMS/Sainik Prep,True
ENG034,6,English,Tenses,Fill in the blank with the correct tense: 'They ______ in this house for five years.',lives,have lived,are living,lived,B,'For five years' combined with an ongoing state requires the Present Perfect tense ('have lived').,Medium,RMS/Sainik Prep,True
ENG035,6,English,Tenses,"Fill in the blank: 'When I saw him, he ______ cricket.'",played,was playing,has played,is playing,B,An ongoing past action interrupted by another action uses the Past Continuous tense ('was playing').,Medium,RMS/Sainik Prep,True
ENG036,6,English,Tenses,Choose the correct sentence in Future Continuous Tense.,I will play chess tomorrow.,I will be playing chess tomorrow.,I have played chess.,I shall play chess.,B,Future Continuous tense uses 'will be / shall be + verb-ing'.,Medium,RMS/Sainik Prep,True
ENG037,6,English,Tenses,Fill in the blank: 'She ______ her homework already.',completed,has completed,is completing,completes,B,'Already' is typically used with Present Perfect tense ('has completed').,Medium,RMS/Sainik Prep,True
ENG038,6,English,Tenses,"Fill in the blank: 'If it rains, we ______ at home.'",stayed,will stay,would stay,had stayed,B,"First conditional structure: 'If + Simple Present, Simple Future (will stay)'.",Hard,RMS/Sainik Prep,True
ENG039,6,English,Prepositions,Fill in the blank: 'The cat jumped ______ the table.',upon,in,at,with,A,'Upon' (or onto) denotes motion towards a surface.,Easy,RMS/Sainik Prep,True
ENG040,6,English,Prepositions,Fill in the blank: 'Distribute these sweets ______ the two brothers.',among,between,with,for,B,'Between' is used when referring to two persons or items.,Easy,RMS/Sainik Prep,True
ENG041,6,English,Prepositions,Fill in the blank: 'The property was divided ______ the four sons.',between,among,into,with,B,'Among' is used when referring to more than two persons or items.,Easy,RMS/Sainik Prep,True
ENG042,6,English,Prepositions,Fill in the blank: 'He is senior ______ me by two years.',than,to,from,with,B,"Adjectives like senior, junior, superior, prior are followed by 'to', not 'than'.",Medium,RMS/Sainik Prep,True
ENG043,6,English,Prepositions,Fill in the blank: 'He died ______ cholera.',from,of,with,by,B,"One dies 'of' a disease (e.g., die of cholera/cancer).",Medium,RMS/Sainik Prep,True
ENG044,6,English,Prepositions,Fill in the blank: 'Beware ______ wild dogs.',from,of,with,about,B,'Beware' is followed by the preposition 'of'.,Easy,RMS/Sainik Prep,True
ENG045,6,English,Prepositions,Fill in the blank: 'She has been living in Delhi ______ 2018.',for,since,from,by,B,'Since' is used to denote a specific point of time in perfect tenses.,Easy,RMS/Sainik Prep,True
ENG046,6,English,Prepositions,Fill in the blank: 'He jumped ______ the river to save the child.',in,into,inside,to,B,'Into' indicates movement towards the inside of a three-dimensional space.,Easy,RMS/Sainik Prep,True
ENG047,6,English,Conjunctions,Fill in the blank: 'Work hard ______ you will fail.',and,or,so,because,B,'Or' is used to present an alternative condition or consequence.,Easy,RMS/Sainik Prep,True
ENG048,6,English,Conjunctions,Fill in the blank: 'He was poor ______ he was honest.',and,but,so,because,B,'But' is a coordinating conjunction used to show contrast.,Easy,RMS/Sainik Prep,True
ENG049,6,English,Conjunctions,Fill in the blank: 'Scarcely had he left the room ______ it started raining.',than,when,then,that,B,'Scarcely... when' is a correlative conjunction pair.,Hard,RMS/Sainik Prep,True
ENG050,6,English,Conjunctions,Fill in the blank: 'No sooner did the bell ring ______ the students left the class.',when,than,then,that,B,'No sooner' is always paired with 'than'.,Hard,RMS/Sainik Prep,True
ENG051,6,English,Conjunctions,Fill in the blank: 'Wait here ______ I return.',until,unless,since,besides,A,'Until' is used to refer to time up to a point.,Easy,RMS/Sainik Prep,True
ENG052,6,English,Conjunctions,Fill in the blank: 'You will not succeed ______ you work hard.',until,unless,if,because,B,'Unless' means 'if not' and expresses a condition.,Medium,RMS/Sainik Prep,True
ENG053,6,English,Adverbs,Identify the adverb of frequency in: 'He always arrives on time.',arrives,always,time,on,B,"'Always' shows how often an action happens, so it is an adverb of frequency.",Easy,RMS/Sainik Prep,True
ENG054,6,English,Adverbs,What is the adverb form of the adjective 'Fast'?,Fastly,Fast,Faster,Fastest,B,'Fast' serves as both an adjective and an adverb. 'Fastly' is incorrect.,Medium,RMS/Sainik Prep,True
ENG055,6,English,Question Tags,"Add the correct question tag: 'She is a good singer, ______?'",isn't she,is she,doesn't she,wasn't she,A,A positive statement takes a negative tag using the auxiliary verb 'isn't she'.,Easy,RMS/Sainik Prep,True
ENG056,6,English,Question Tags,"Add the correct question tag: 'They do not like sweets, ______?'",don't they,do they,aren't they,didn't they,B,A negative statement takes a positive tag 'do they'.,Easy,RMS/Sainik Prep,True
ENG057,6,English,Question Tags,"Add the correct question tag: 'Let us play cricket, ______?'",will we,shall we,don't we,can we,B,Imperative sentences starting with 'Let us' or 'Let's' take 'shall we?' as the tag.,Hard,RMS/Sainik Prep,True
ENG058,6,English,Sentence Types,Identify the type of sentence: 'How beautiful this scenery is!',Assertive,Interrogative,Imperative,Exclamatory,D,"The sentence expresses strong emotion and ends with an exclamation mark, so it is exclamatory.",Easy,RMS/Sainik Prep,True
ENG059,6,English,Sentence Types,Identify the type of sentence: 'Please close the door.',Assertive,Imperative,Interrogative,Exclamatory,B,"A sentence that expresses a command, request, or instruction is an imperative sentence.",Easy,RMS/Sainik Prep,True
ENG060,6,English,Jumbled Sentences,Rearrange to make a meaningful sentence: P: the sun / Q: rises / R: in / S: the east,P Q R S,Q P R S,S R Q P,R S P Q,A,The proper sequence is 'The sun rises in the east' (P-Q-R-S).,Easy,RMS/Sainik Prep,True
ENG061,6,English,Synonyms,What is the synonym of 'BRAVE'?,Cowardly,Fearful,Courageous,Weak,C,'Courageous' means brave or possessing courage.,Easy,RMS/Sainik Prep,True
ENG062,6,English,Synonyms,What is the synonym of 'ANCIENT'?,Modern,Old,New,Recent,B,'Ancient' means belonging to the distant past (old).,Easy,RMS/Sainik Prep,True
ENG063,6,English,Synonyms,What is the synonym of 'CONCEAL'?,Hide,Reveal,Show,Open,A,'Conceal' means to keep secret or hide from view.,Medium,RMS/Sainik Prep,True
ENG064,6,English,Synonyms,What is the synonym of 'EAGER'?,Keen,Dull,Lazy,Calm,A,'Eager' means strongly wanting to do or have something (keen).,Medium,RMS/Sainik Prep,True
ENG065,6,English,Synonyms,What is the synonym of 'FRAGILE'?,Strong,Delicate,Tough,Heavy,B,'Fragile' means easily broken or destroyed (delicate).,Medium,RMS/Sainik Prep,True
ENG066,6,English,Antonyms,What is the antonym of 'BENEFIT'?,Profit,Advantage,Harm,Gain,C,'Harm' or 'Loss' is the opposite of benefit.,Easy,RMS/Sainik Prep,True
ENG067,6,English,Antonyms,What is the antonym of 'CREATE'?,Make,Build,Destroy,Form,C,The opposite of creating something is destroying it.,Easy,RMS/Sainik Prep,True
ENG068,6,English,Antonyms,What is the antonym of 'ABUNDANT'?,Plentiful,Scarce,Ample,Enough,B,'Abundant' means existing in large quantities; its opposite is 'scarce'.,Medium,RMS/Sainik Prep,True
ENG069,6,English,Antonyms,What is the antonym of 'HUMBLE'?,Modest,Proud,Polite,Meek,B,'Humble' means modest; its antonym is 'proud' or 'arrogant'.,Medium,RMS/Sainik Prep,True
ENG070,6,English,Antonyms,What is the antonym of 'PERMANENT'?,Lasting,Temporary,Fixed,Eternal,B,"'Temporary' means lasting for a limited time, opposite of permanent.",Easy,RMS/Sainik Prep,True
ENG071,6,English,Synonyms,What is the synonym of 'PARDON'?,Punish,Forgive,Accuse,Blame,B,'Pardon' means to forgive someone for an offense.,Medium,RMS/Sainik Prep,True
ENG072,6,English,Antonyms,What is the antonym of 'OPTIMIST'?,Pessimist,Idealist,Realist,Artist,A,"An optimist looks at the positive side, whereas a pessimist looks at the negative side.",Medium,RMS/Sainik Prep,True
ENG073,6,English,One Word Substitution,One who eats no meat is called a ______.,Carnivore,Vegetarian,Cannibal,Omnivore,B,A vegetarian is a person who does not eat meat.,Easy,RMS/Sainik Prep,True
ENG074,6,English,One Word Substitution,A life history of a person written by himself is called ______.,Biography,Autobiography,History,Fiction,B,An autobiography is an account of a person's life written by that person.,Medium,RMS/Sainik Prep,True
ENG075,6,English,One Word Substitution,A place where birds are kept is known as ______.,Apiary,Aviary,Aquarium,Zoo,B,An aviary is a large cage/enclosure for keeping birds. (Apiary is for bees).,Medium,RMS/Sainik Prep,True
ENG076,6,English,One Word Substitution,A period of 100 years is called a ______.,Decade,Fortnight,Century,Millennium,C,A period of 100 years is a century.,Easy,RMS/Sainik Prep,True
ENG077,6,English,One Word Substitution,A person who studies stars and planets is an ______.,Astronaut,Astronomer,Astrologer,Architect,B,An astronomer is a scientist who studies celestial objects.,Medium,RMS/Sainik Prep,True
ENG078,6,English,One Word Substitution,Handwriting that cannot be read is described as ______.,Eligible,Illegible,Illicit,Illegal,B,'Illegible' means clear enough or neat enough to be read.,Hard,RMS/Sainik Prep,True
ENG079,6,English,Idioms & Phrases,What does the idiom 'Once in a blue moon' mean?,Every night,Very rarely,Frequently,During a full moon,B,'Once in a blue moon' means something that happens very rarely.,Easy,RMS/Sainik Prep,True
ENG080,6,English,Idioms & Phrases,What is the meaning of the idiom 'To spill the beans'?,To drop food,To reveal a secret,To work hard,To get angry,B,'Spill the beans' means to disclose secret information prematurely.,Medium,RMS/Sainik Prep,True
ENG081,6,English,Idioms & Phrases,What does the idiom 'Apple of one's eye' mean?,A fruit,A favorite/beloved person,An enemy,An eye disease,B,'Apple of one's eye' refers to a person who is cherished above all others.,Easy,RMS/Sainik Prep,True
ENG082,6,English,Idioms & Phrases,What is the meaning of 'To burn the midnight oil'?,To waste fuel,To work late into the night,To light a candle,To sleep early,B,'Burn the midnight oil' means to study or work late into the night.,Medium,RMS/Sainik Prep,True
ENG083,6,English,Spellings,Choose the correctly spelt word.,Recieve,Receive,Receeve,Ricieve,B,The correct spelling is 'Receive' (rule: 'i' before 'e' except after 'c').,Easy,RMS/Sainik Prep,True
ENG084,6,English,Spellings,Choose the correctly spelt word.,Separate,Seperate,Saparate,Seperat,A,The correct spelling is 'Separate' (s-e-p-a-r-a-t-e).,Medium,RMS/Sainik Prep,True
ENG085,6,English,Spellings,Choose the correctly spelt word.,Lieutenant,Leutenant,Lieuetenant,Luitenant,A,The correct spelling is 'Lieutenant'.,Hard,RMS/Sainik Prep,True
ENG086,6,English,Active and Passive Voice,Change to passive voice: 'She writes a letter.',A letter was written by her.,A letter is written by her.,A letter has been written by her.,A letter is being written by her.,B,Simple Present Tense passive formula: Subject + is/am/are + V3 + by + Object.,Easy,RMS/Sainik Prep,True
ENG087,6,English,Active and Passive Voice,Change to passive voice: 'The police caught the thief.',The thief was caught by the police.,The thief is caught by the police.,The thief had been caught by the police.,The thief has been caught by the police.,A,Simple Past Tense passive formula: Subject + was/were + V3 + by + Object.,Medium,RMS/Sainik Prep,True
ENG088,6,English,Active and Passive Voice,Change to active voice: 'The car is being washed by John.',John washes the car.,John is washing the car.,John washed the car.,John has washed the car.,B,Present Continuous passive 'is being washed' changes back to active 'is washing'.,Medium,RMS/Sainik Prep,True
ENG089,6,English,Direct and Indirect Speech,"Change to indirect speech: 'He said, ""I am feeling unwell.""'",He said that he is feeling unwell.,He said that he was feeling unwell.,He told that he was feeling unwell.,He says that he felt unwell.,B,Present continuous changes to past continuous in indirect speech.,Medium,RMS/Sainik Prep,True
ENG090,6,English,Direct and Indirect Speech,"Change to indirect speech: 'The teacher said, ""The earth revolves around the sun.""'",The teacher said that the earth revolved around the sun.,The teacher said that the earth revolves around the sun.,The teacher told the earth revolves around the sun.,The teacher stated that earth is revolving around the sun.,B,Universal truths do not change tense when reported in indirect speech.,Hard,RMS/Sainik Prep,True
ENG091,6,English,Direct and Indirect Speech,"Change to indirect speech: 'Raman said to me, ""Where are you going?""'",Raman asked me where I was going.,Raman told me where I am going.,Raman asked me where was I going.,Raman inquired me that where I was going.,A,Wh-questions change to 'asked + Wh-word + subject + verb'.,Hard,RMS/Sainik Prep,True
ENG092,6,English,Spellings,Choose the correctly spelt word.,Grammer,Grammar,Gremmar,Grammerr,B,"The correct spelling is 'Grammar' (ending in -ar, not -er).",Easy,RMS/Sainik Prep,True
ENG093,6,English,Spellings,Choose the correctly spelt word.,Necassary,Neccessary,Necessary,Necesary,C,"The correct spelling is 'Necessary' (one 'c', double 's').",Medium,RMS/Sainik Prep,True
ENG094,6,English,One Word Substitution,A person who cannot read or write is called ______.,Literate,Illiterate,Ignorant,Scholar,B,An illiterate person is unable to read or write.,Easy,RMS/Sainik Prep,True
ENG095,6,English,Nouns,What is the collective noun for a group of lions?,Pack,Pride,Flock,Herd,B,A group of lions is called a 'pride'.,Easy,RMS/Sainik Prep,True
ENG096,6,English,Prepositions,Fill in the blank: 'He is proficient ______ Mathematics.',in,at,with,on,A,'Proficient' takes the preposition 'in' (proficient in something).,Medium,RMS/Sainik Prep,True
ENG097,6,English,Adjectives,Identify the proper adjective in: 'We love Indian cuisine.',We,love,Indian,cuisine,C,'Indian' is a proper adjective derived from the proper noun 'India'.,Easy,RMS/Sainik Prep,True
ENG098,6,English,Nouns,What is the plural of 'Passer-by'?,Passer-bys,Passers-by,Passers-bys,Passerbyes,B,"In compound nouns, the primary noun receives the plural suffix ('Passers-by').",Hard,RMS/Sainik Prep,True
ENG099,6,English,Conjunctions,"Fill in the blank: 'Although he is rich, ______ he is dissatisfied.'",but,yet,so,because,B,"'Although' is paired with 'yet' (or a comma), never with 'but'.",Hard,RMS/Sainik Prep,True
ENG0100,6,English,Vocabulary,What is the young one of a Kangaroo called?,Calf,Cub,Joey,Kid,C,A young kangaroo is called a 'joey'.,Easy,RMS/Sainik Prep,True
ENG101,6,English,Collective Nouns,The ___ of soldiers marched towards the fort.,army,crowd,team,class,A,Army is a collective noun for a group of soldiers.,Easy,RMS/Sainik Prep,True
ENG102,6,English,Abstract Nouns,Choose the abstract noun: 'Her kindness impressed everyone.',her,kindness,everyone,impressed,B,Kindness names a quality or idea and cannot be touched.,Easy,RMS/Sainik Prep,True
ENG103,6,English,Proper Nouns,Which is a proper noun in 'Delhi is the capital of India'?,capital,Delhi,India,city,B,Delhi is a specific place name and is a proper noun.,Easy,RMS/Sainik Prep,True
ENG104,6,English,Common Nouns,Which is a common noun?,Rohan,Monday,river,India,C,River is a general name for a class of things.,Easy,RMS/Sainik Prep,True
ENG105,6,English,Material Nouns,Which word is a material noun?,gold,ring,jeweller,shine,A,Gold names a material from which things are made.,Easy,RMS/Sainik Prep,True
ENG106,6,English,Countable Nouns,Which noun is countable?,water,rice,apple,milk,C,"An apple can be counted: one apple, two apples.",Easy,RMS/Sainik Prep,True
ENG107,6,English,Uncountable Nouns,Which noun is usually uncountable?,chair,book,sugar,coin,C,Sugar is generally treated as an uncountable noun.,Easy,RMS/Sainik Prep,True
ENG108,6,English,Gender,What is the feminine form of 'nephew'?,niece,daughter,aunt,sister,A,The feminine form of nephew is niece.,Easy,RMS/Sainik Prep,True
ENG109,6,English,Gender,What is the masculine form of 'mare'?,horse,stallion,foal,cow,B,A male horse is called a stallion.,Easy,RMS/Sainik Prep,True
ENG110,6,English,Number,What is the plural of 'leaf'?,leafs,leaves,leafes,leavs,B,Leaf changes to leaves in the plural.,Easy,RMS/Sainik Prep,True
ENG111,6,English,Number,What is the plural of 'mouse'?,mouses,mouse,mice,meese,C,Mouse has the irregular plural mice.,Easy,RMS/Sainik Prep,True
ENG112,6,English,Number,What is the plural of 'child'?,childs,children,childes,childrens,B,The irregular plural of child is children.,Easy,RMS/Sainik Prep,True
ENG113,6,English,Number,What is the plural of 'tooth'?,tooths,teeth,toothes,teeths,B,The irregular plural of tooth is teeth.,Easy,RMS/Sainik Prep,True
ENG114,6,English,Noun Formation,What is the noun form of 'brave'?,bravely,bravery,bravenessly,braver,B,Bravery is the noun naming the quality of being brave.,Easy,RMS/Sainik Prep,True
ENG115,6,English,Noun Formation,What is the noun form of 'wise'?,wisely,wisdom,wiseness,wiser,B,Wisdom is the noun form commonly used for wise.,Medium,RMS/Sainik Prep,True
ENG116,6,English,Noun Formation,What is the abstract noun of 'poor'?,poorly,poverty,poornessful,poorer,B,Poverty is the abstract noun related to poor.,Medium,RMS/Sainik Prep,True
ENG117,6,English,Noun Formation,What is the abstract noun of 'strong'?,strongly,strength,strongness,stronger,B,Strength names the quality of being strong.,Easy,RMS/Sainik Prep,True
ENG118,6,English,Noun Identification,Identify the noun in: 'The puppy chased the ball.',chased,the,puppy,the,C,Puppy is a naming word for an animal.,Easy,RMS/Sainik Prep,True
ENG119,6,English,Noun Identification,Which word is a noun in 'The farmer grows wheat'?,grows,farmer,the,quickly,B,Farmer names a person who works on a farm.,Easy,RMS/Sainik Prep,True
ENG120,6,English,Possessive Noun,Choose the correct possessive form: 'the bag belonging to Riya'.,Riyas bag,Riya's bag,Riyas' bag,Riya bag's,B,Riya's shows possession by Riya.,Easy,RMS/Sainik Prep,True
ENG121,6,English,Possessive Noun,Choose the correct form: 'the books belonging to the students'.,students book,student's books,students' books,students books',C,Students' shows possession by plural students.,Medium,RMS/Sainik Prep,True
ENG122,6,English,Compound Noun,Which is a compound noun?,sunflower,sunny,flowered,sun,A,Sunflower is formed by combining sun and flower.,Easy,RMS/Sainik Prep,True
ENG123,6,English,Compound Noun,Which word is a compound noun?,toothbrush,brushes,toothy,tooth,A,Toothbrush combines tooth and brush.,Easy,RMS/Sainik Prep,True
ENG124,6,English,Noun Type,'Honesty' is what kind of noun?,Proper,Abstract,Collective,Material,B,Honesty names a quality and is abstract.,Easy,RMS/Sainik Prep,True
ENG125,6,English,Noun Type,'Team' is what kind of noun?,Abstract,Material,Collective,Proper,C,Team refers to a group of people and is collective.,Easy,RMS/Sainik Prep,True
ENG126,6,English,Noun Type,'Silver' is what kind of noun?,Material,Abstract,Collective,Proper,A,Silver names a material.,Easy,RMS/Sainik Prep,True
ENG127,6,English,Noun Type,'Mumbai' is what kind of noun?,Common,Proper,Abstract,Collective,B,Mumbai is the specific name of a city.,Easy,RMS/Sainik Prep,True
ENG128,6,English,Noun Type,'Teacher' is what kind of noun?,Proper,Common,Material,Abstract,B,Teacher is a general name for a person who teaches.,Easy,RMS/Sainik Prep,True
ENG129,6,English,Plural Spelling,Which is the correct plural of 'potato'?,potatos,potatoes,potatoies,potatoses,B,The usual plural spelling is potatoes.,Easy,RMS/Sainik Prep,True
ENG130,6,English,Plural Spelling,Which is the correct plural of 'knife'?,knifes,knifees,knives,knivs,C,Knife changes to knives in the plural.,Easy,RMS/Sainik Prep,True
ENG131,6,English,Plural Spelling,Which is the correct plural of 'city'?,citys,cities,cityes,citis,B,A consonant before y changes y to i and adds es.,Easy,RMS/Sainik Prep,True
ENG132,6,English,Plural Spelling,Which is the plural of 'deer'?,deers,deer,deeres,deerses,B,Deer has the same singular and plural form.,Medium,RMS/Sainik Prep,True
ENG133,6,English,Noun Usage,Choose the correct sentence.,She gave me an advice.,She gave me some advice.,She gave me many advices.,She gave me an advices.,B,Advice is normally uncountable; 'some advice' is correct.,Medium,RMS/Sainik Prep,True
ENG134,6,English,Noun Number,Which noun can be both singular and plural without a change in form?,deer,book,child,mouse,A,Deer can refer to one or several animals.,Medium,RMS/Sainik Prep,True
ENG135,6,English,Pronouns,Choose the pronoun: 'Rahul said that he was tired.',Rahul,said,he,tired,C,He replaces Rahul and is a pronoun.,Easy,RMS/Sainik Prep,True
ENG136,6,English,Pronouns,Which is a personal pronoun?,quickly,they,beautiful,under,B,They is a personal pronoun.,Easy,RMS/Sainik Prep,True
ENG137,6,English,Pronouns,Riya and I completed ___ homework.,our,their,her,his,A,Our agrees with the subject Riya and I.,Easy,RMS/Sainik Prep,True
ENG138,6,English,Pronouns,The boys brought ___ cricket bats.,his,her,their,our,C,Their refers to the plural boys.,Easy,RMS/Sainik Prep,True
ENG139,6,English,Pronouns,This book belongs to me. It is ___.,my,mine,me,I,B,Mine is a possessive pronoun.,Easy,RMS/Sainik Prep,True
ENG140,6,English,Pronouns,That bicycle belongs to her. It is ___.,her,hers,she,herself,B,Hers is the possessive pronoun.,Easy,RMS/Sainik Prep,True
ENG141,6,English,Pronouns,Choose the reflexive pronoun: 'I hurt myself.',I,hurt,myself,the,C,Myself refers back to the subject I.,Easy,RMS/Sainik Prep,True
ENG142,6,English,Pronouns,Choose the correct pronoun: 'The teacher called Aman and ___.',I,me,my,mine,B,Me is the object form after called.,Medium,RMS/Sainik Prep,True
ENG143,6,English,Pronouns,Choose the correct pronoun: '___ are going to the library.',Us,We,Our,Ours,B,We is the subject pronoun.,Easy,RMS/Sainik Prep,True
ENG144,6,English,Pronouns,Which is a demonstrative pronoun?,these,who,someone,myself,A,These points to particular things.,Easy,RMS/Sainik Prep,True
ENG145,6,English,Pronouns,___ is knocking at the door?,Who,Whom,Which,Whose,A,Who asks about a person as the subject.,Easy,RMS/Sainik Prep,True
